link,title,location,price,summary_description,square_meters,rent,number_of_rooms,deposit,floor_level,building_type,available_from,balcony_garden_terrace,remote service,completion,ownership,rent_to_students,equipment,media_types,heating,security,windows,elevator,parking_space,build_year,building_material,additional_information
https://www.otodom.pl/pl/oferta/duzy-bezczynszowy-apartament-w-dabrowie-g-ID4m9CZ,"Duży, bezczynszowy apartament w Dąbrowie G.","ul. Rzeczna, Grabocin, Strzemieszyce Wielkie, Dąbrowa Górnicza, śląskie",3 500 zł,"Mam przyjemność zaprezentować Państwu wyjątkowy apartament położony w Dąbrowie G. przy ulicy Rzecznej, tuż przy granicy z Sosnowcem. Duży i słoneczny apartament z 3 balkonami mieści się w willi, w której łącznie znajduje się pięć apartamentów..Całość położona jest na zamkniętym terenie o powierzchni 4000m2. Dużym atutem jest lokalizacja pozwalająca na szybkie dostanie się do trasy S1 i 94. Wokół apartamentów zabudowa jednorodzinna.Apartament ma 120m2 i składa się z:-kuchnia połączona z jadalnią i salonem-dużej sypialni głównej -sypialni mniejszej-łazienka i wc-pralniaApartament wyposażony jak widać na załączonych zdjęciach. W salonie i w pokoju sofy rozkładane.Standard wykończenia:-materiał budynku-cegła ceramiczna o grubości 60cm-elewacja-ocieplona styropianem i wykończona tynkiem silikonowym-dach-dachówka ceramiczna Roben-okna-drewniane mahoniowe-podłogi-w pokojach deska drewniana (jesion), pozostała część nowoczesny gres-ściany-gładzie gipsowe-oświetlenie w całym apartamencie nowoczesne, zarówno funkcyjne jak i dekoracyjneInformacje dodatkowe:-CO gazowe piec dwufunkcyjny-ciepła woda z pieca gazowego-wentylacja grawitacyjna-internet światłowodowy-wideofonPrzed budynkiem wyłożona kostka granitowa.Cała przestrzeń wokół apartamentów to teren zamknięty z zagospodarowanym obszarem zielonym.Koszt najmu: 3500zł plus media (woda, gaz, prąd) wg zużycia.Kaucja zwrotna: 3500złWymagany najem okazjonalny.Zachęcam do zapoznania się z ofertą, jeżeli pojawią się jakieś pytania to chętnie odpowiem.Jeżeli chcesz zobaczyć nieruchomość na żywo zachęcam do kontaktu:Opiekun oferty: Magdalena KuchniaTelefon kontaktowy: 609528297Freedom Nieruchomości, Sosnowiec ul. Żytnia 8""Właścicielem ogłoszenia wraz z jego elementami jest Freedom Nieruchomości Sp. z o.o. lub podmioty współpracujące. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Freedom Nieruchomości Sp. z o.o. lub podmiotów współpracujących jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej.Ponadto niniejsze materiały stanowią tajemnicę przedsiębiorstwa Freedom Nieruchomości Sp. z o.o. lub podmiotów współpracujących w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.). Niniejsze ogłoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny.""",125 m²,,3,,1/2,blok,,balkon,Obsługa zdalnaFilm,do zamieszkania,biuro nieruchomości,brak informacji,meble,brak informacji,brak informacji,system alarmowy,brak informacji,nie,brak informacji,2020,pustak,brak informacji
https://www.otodom.pl/pl/oferta/dg-augustynika-51-m2-2-pokoje-z-balkonem-c-1700-z-ID4p5zu,DG Augustynika 51 m2 2 pokoje z balkonem c: 1700 z,"ul. ks. Augustynika, Reden, Reden, Dąbrowa Górnicza, śląskie",1 700 zł,"Oferujemy do wynajęcia mieszkanie położone na czwartym piętrze w niskim budynku przy ul. Augustynika w Dąbrowie G.
Mieszkanie składa się z dwóch niezależnych pokoi (jeden z balkonem), oddzielnej widnej, dużej kuchni, łazienki z wc (wanna), przedpokoju oraz przynależnej dużej piwnicy.
Stan techniczny - BARDZO DOBRY!okna plastikowe, na podłogach płytki i panele, ściany częściowo w gładziach, budynek z lat 90 tych.W przedpokoju oraz w sypialni szafy zabudowane, kuchnia w zabudowie.
Media: energia, gaz, ciepła woda i centralne ogrzewanie z sieci miejskiej.
Czynsz najmu 1700 zł + czynsz do wspólnoty 805 zł/m-c z zaliczką na c.o.+ energia i woda wg zużyciaKaucja zwrotna 2500 zł
Tylko najem okazjonalny!!!
Możliwość wynajęcia miejsca parkingowego od SM za ok 40 zł/m-c.
Budynek położony w doskonałej lokalizacji - blisko sklepy, przystanki komunikacji miejskiej, szkoły, przedszkole i żłobek, punkt Inpost, tereny zielone i rekreacyjne, bardzo dobry dojazd do miast ościennych, itp.
Zapraszam na prezentację nieruchomości!
Kontakt: +48 601529447
POLECAMY!!!
„Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C. Wszelkie prawa zastrzeżone. Kopiowanie, powielanie i wykorzystywanie zdjęć i opisu bez zgody autora jest zabronione.”",51 m²,800 zł/miesiąc,2,2 500 zł,4/4,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"piekarnik, kuchenka",brak informacji,miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/apartament-rycerskie-widok-na-zamek-odlicz-vat-ID4kpli,"Apartament Rycerskie, widok na Zamek, odlicz VAT!","Osiedle Rycerskie, Będzin, będziński, śląskie",2 200 zł,"15 min od centrum Katowic, 8 min od centrum Dąbrowy Górniczej i Sosnowca, niepowtarzalny widok na zamek i bulwary miejskie nad rzekę, rozbudowana strefa sportowo-rekreacyjna

Dla firm/osób prowadzących działalność gospodarczą możliwość odliczenia VAT i wrzucenia w koszty!!! 

Oferuję do wynajęcia mieszkanie o powierzchni 46m2 , złożone z dużego, bardzo widnego salonu wraz z aneksem kuchennym, przytulnej sypialni , nowoczesnej łazienki, przedpokoju i dużego balkonu.

Doskonałe dla osób pracujących w sąsiednich miastach tj. Katowicach, Sosnowcu, Dąbrowie Górniczej czy Czeladzi. Idealne jako mieszkanie dla pracowników na długoterminowych kontraktach (wystawiamy FV dla firm). W sam raz dla singla, pary lub rodziny z jednym dzieckiem.

Położone na 5 piętrze nowoczesnego apartamentowca z 2020 roku. Apartament dostępny do zamieszkania od maja 2023. Mieszkanie ciche i komfortowe, sprzyja relaksowi.

Główne atuty mieszkania:

Piękny widok na średniowieczny zamek, bulwary nadrzeczne i zielone wzgórze Dorotka (szczególnie atrakcyjnie wyglądają wieczorne iluminacje zamku i rzeki)
Rewelacyjna lokalizacja, zarówno dla osób ceniących sobie aktywności sportowe jak i tych które po pracy wolą odpocząć w zielonym otoczeniu. W bezpośrednim sąsiedztwie mamy nowe bulwary nadrzeczne, parki, nowoczesną halę sportową z siłownią i fitness, liczne boiska do piłki nożnej, koszykówki, siatkówki plażowej (zimą - lodowisko), skatepark czy korty tenisowe. Wszystko w odległości do 4 minut spacerem.
W hali sportowej z 2021 roku systematycznie odbywają się różnego rodzaju wydarzenia sportowe, kulturowe i rozrywkowe, w tym koncerty znanych artystów.
W odległości do 5 minut spacerem znajdą Państwo sklepy sieci Lidl, Kaufland, Biedronka czy Żabka a także park handlowy z takimi markami jak Rossmann, MediaExpert, Pepco a ok 2 km CHM1 z ponad 150 sklepami. W odległości 100 m od osiedla znajduje się urząd miasta a obok budynku lokalny ryneczek ze świeżą, lokalną żywnością.
Mieszkanie jest doskonale skomunikowane z centrami sąsiednich miast: Katowice (12 km trasą 86), Sosnowiec (6 km), Dąbrowa Górnicza (5 km), Czeladź (4 km)

Mieszkanie położone jest w kameralnym apartamentowcu na terenie niewielkiego osiedla złożonego z trzech nowoczesnych budynków oddawanych w okresie 2020-22. Od kwietnia 2023 osiedle będzie w pełni monitorowane, a od jesieni 2023 planowane jest pełne ogrodzenie jego terenu.

W skład wyposażenia mieszkania wchodzą:

aneks kuchenny (zabudowa meblowa, lodówka, pralka, płyta indukcyjna, okap, zmywarka, zlewozmywak + bateria),
sypialnia (łóżko z materacem 160 cm, szafa przesuwna 150x240 cm, regał z szufladami
łazienka (duża szafka z 4 szufladami, umywalka z baterią, lustro, kolumna prysznicowa z deszczownicą i baterią termostatyczną, kabina typu walk-in)
przedpokój (duża szafa w zabudowie 160x250 cm, ławka z szufladą)
duży balkon ok 5m2

Wyposażenie salonu we własnym zakresie zgodnie z preferencjami nowego najemcy. Ogrzewanie centralne z sieci miejskiej, oświetlenie led. W budynku dostępny jest internet światłowodowy dostarczany przez dwóch operatorów.

Podstawowe warunki najmu

mieszkanie do najmu na firmę lub osobę fizyczną
mieszkanie może być przeznaczone również na biuro małej firmy
Wystawiamy fakturę VAT
Najem na minimum 12 miesięcy
Podana kwota czynszu jest kwotą netto (należy doliczyć 23% VAT)
Osobno płatna zaliczka na media i opłaty eksploatacyjne do wspólnoty ( ok 450 zł)
Kaucja w wysokości 1,5 krotności czynszu
Istnieje możliwość najmu miejsca postojowego na monitorowanym parkingu bezpośrednio pod mieszkaniem
rezerwacja mieszkania jest możliwa po wpłacie zadatku w wysokości 1 krotności czynszu brutto

Oglądanie mieszkania możliwe po wcześniejszym uzgodnieniu terminu z obecnymi najemcami

Ogłoszenie od właściciela.

kontakt: 500167972",46 m²,540 zł/miesiąc,2,4 000 zł,5/5,apartamentowiec,,"balkon, taras",Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2020,cegła,tylko dla niepalących
https://www.otodom.pl/pl/oferta/przestronna-kawalerka-z-c-o-w-centrum-bedzina-14-ID4oOBG,Przestronna kawalerka z C.O. w centrum Będzina |14,"Będzin, będziński, śląskie",1 390 zł,"Oferta bezpośrednio od właściciela - brak prowizji!

Oferuję do wynajęcia komfortową, przestronną kawalerkę na III piętrze przy ul. Piłsudskiego 16 w Będzinie.

Mieszkanie składa się z:

jednego dużego pokoju z aneksem kuchennym - aneks wyposażony jest w meble kuchenne (szafki wiszące oraz stojące), zlew z baterią, płytę elektryczną,
przedpokoju,
łazienki wraz z WC.

Opłaty:

Czynsz - 1 390,00 zł/miesięcznie (w tym opłata za centralne ogrzewanie),
Woda - 3 m3/os (zaliczka) - 1m3=16,73 zł
Śmieci - 29,70 zł/os,
Utrzymanie porządku i czystości - 15,00 zł,
Oświetlenie nieruchomości - 5,00 zł/os
Opłata wodomierzowa -5,00 zł/szt,
Infrastruktura nieruchomości - 5,00 zł
Prąd - Najemca podpisuje umowę z dostawcą


Wymagana kaucja 1390,00 zł.

W przypadku zainteresowania ofertą zapraszam do kontaktu telefonicznego od poniedziałku do piątku
w godzinach 7:30-15:30.",55 m²,,1,1 390 zł,3/5,kamienica,,,Obsługa zdalnaZapytaj,,biuro nieruchomości,brak informacji,brak informacji,brak informacji,miejskie,brak informacji,plastikowe,nie,brak informacji,brak informacji,cegła,brak informacji
https://www.otodom.pl/pl/oferta/siemianowice-slaskie-ID4l5nw,Siemianowice Śląskie,"ul. Marcina Kasprzaka, Centrum, Siemianowice Śląskie, śląskie",1 200 zł,"Do wynajęcia 2 pokojowe wyposażone mieszkanie w Siemianowicach Śląskich przy ulicy Kasprzaka 1. Mieszkanie na pierwszym piętrze. Kuchnia i łazienka z pełnym wyposażeniem. Dodatkowo płatne media, kaucja zwrotna 2500zł, czynsz 328,31(1 osób do śmieci, 1os=36zł). Zainteresowanych proszę o kontakt telefoniczny 724*-500*-337",34 m²,"328,31 zł/miesiąc",2,2 500 zł,1/4,blok,,,Obsługa zdalnaZapytaj,,prywatny,brak informacji,"zmywarka, lodówka, piekarnik, pralka",brak informacji,gazowe,brak informacji,plastikowe,nie,brak informacji,brak informacji,cegła,brak informacji
https://www.otodom.pl/pl/oferta/dabrowa-gornicza-bema-8-ID4niG4,Dąbrowa Górnicza Bema 8,"ul. Józefa Bema, Stary Gołonóg, Gołonóg Północny, Dąbrowa Górnicza, śląskie",900 zł,"Do wynajęcia mieszkanie w Dąbrowie Górniczej przy ulicy Bema 8 składające się z jednego pokoju z kuchnią, przedpokoju i łazienki. Mieszkanie na trzecim piętrze po kapitalnym remoncie. Kuchnia i łazienka z pełnym wyposażeniem. Dodatkowo płatne media, kaucja 2500zł, czynsz zł. Mieszkanie nie posiada przypisanej piwnicy. Minimalny okres najmu to jeden rok, brak akceptacji zwierząt.  Zainteresowanych proszę o kontakt telefoniczny 724 * - 500* - 337","23,39 m²",,1,2 500 zł,3,,,,Obsługa zdalnaZapytaj,,prywatny,brak informacji,"zmywarka, lodówka, piekarnik, pralka",brak informacji,miejskie,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-centrum-sosnowca-ID4p5v8,Nowoczesne mieszkanie w centrum Sosnowca,"ul. kard. Stefana Wyszyńskiego, Centrum / Śródmieście, Sosnowiec, śląskie",2 300 zł,"Do wynajęcia umeblowane mieszkanie położone w Centrum Sosnowca przy ul. Wyszyńskiego.  - powierzchnia mieszkania: 48 m2 - dwa pokoje (salon z aneksem kuchennym), sypialnia, garderoba, balkon - nowy budynek, piętro 2 /4 (bez windy) - internet światłowodowy i TV w cenie (Orange)  Ogrzewanie centralne oraz ciepła woda z własnego piecyka gazowego.  Możliwość wynajęcia na dłuższy okres czasu. Zapraszamy. --- Wynajmij bezpiecznie, mieszkaj spokojnie - Biuro Nieruchomości Sosnowiec D E L F I S . P L",48 m²,1 zł/miesiąc,2,3 000 zł,2/4,kamienica,,balkon,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",internet,gazowe,"teren zamknięty, domofon / wideofon",plastikowe,nie,brak informacji,2010,pustak,brak informacji
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-sosnowcu-ul-zytnia-14-ID4oMpf,"Mieszkanie 2-pokojowe w Sosnowcu, ul. Żytnia 14","Pogoń, Sosnowiec, śląskie",1 500 zł,"Do wynajęcia dwupokojowe mieszkanie o powierzchni 38 m² położone na pierwszym piętrze przy ulicy Żytniej 14 w Sosnowcu. Mieszkanie dostępne od zaraz. Lokalizacja jest niezwykle atrakcyjna ze względu na bliskość Uniwersytetu Śląskiego oraz doskonałe skomunikowanie z resztą miasta. W najbliższej okolicy znajdują się szkoły, przedszkola, sklepy, przystanki autobusowe oraz urokliwe parki. Bardzo bezpiecznie, osiedle jest monitorowane, domofony w klatkach. 
Opis Mieszkania:

Duży salon z balkonem
Mniejszy pokój idealny na pokój dziecięcy lub sypialnię
Kuchnia
Łazienka
Meble kuchenne, sprzęt AGD (czajnik, lodówka, pralka)
Szafa w zabudowie w dużym pokoju
Mieszkanie do samodzielnego umeblowania, istnieje możliwość umówienia się na dodatkowe wyposażenie
Plastikowe okna
Mieszkanie oświetlone przez słońce dzięki północnej ekspozycji
Do mieszkania przynależy piwnica

Koszty:

Cena wynajmu: 1500 zł/miesiąc
Czynsz do spółdzielni: 366 zł
Media (gaz, woda, prąd, wywóz śmieci): dodatkowe koszty według zużycia
Kaucja: 3000 zł",38 m²,"366,83 zł/miesiąc",2,3 000 zł,1/4,blok,,balkon,Obsługa zdalnaFilm,do zamieszkania,biuro nieruchomości,tak,"lodówka, piekarnik, kuchenka, pralka",brak informacji,gazowe,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,nie,brak informacji,1970,cegła,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/na-wynajem-2-pokoje-centrum-ID4p22Y,Na wynajem 2 pokoje - Centrum !,"Centrum, Siemianowice Śląskie, śląskie",1 650 zł,"Zapraszamy do wynajęcia przytulnego mieszkania w centrum Siemianowic Śląskich o powierzchni 30 m2
Cena wynajmu to 1650 zł + czynsz 450(1os.)/550(2 os.) + media wg zużycia. 
Ogrzewanie i ciepła woda - z lokalnej kotłowni.
Duży parking, blisko znajdują się przystanki autobusowe.

Mieszkanie zostało pięknie wykończone z dbałością o każdy detal, zapewniając komfortowy i przytulny charakter.
Jeśli szukasz miejsca do wynajęcia, które znajduje się w samym sercu miasta ta oferta jest skierowana właśnie do Ciebie !

Zapraszam do kontaktu pod podanymi numerami telefonów.",35 m²,500 zł/miesiąc,2,1 650 zł,parter,kamienica,,,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, piekarnik, kuchenka, pralka",internet,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,nie,garaż/miejsce parkingowe,brak informacji,cegła,brak informacji
https://www.otodom.pl/pl/oferta/ul-hubala-dobrzanskiego-mieszkanie-nr-a-39-ID4o6yF,ul. Hubala-Dobrzańskiego | mieszkanie nr A_39,"Klimontów, Sosnowiec, śląskie","1 042,37 zł","Inwestycja zlokalizowana jest przy ulicy Majora Henryka Hubala - Dobrzańskiego w Sosnowcu, w dzielnicy Klimontów.
Projekt zakłada powstanie dwóch budynków wielorodzinnych i utworzenie w sumie 94 lokali mieszkalnych.
Planuje się wykorzystanie materiałów prefabrykowanych, zapewniających mniejsze zużycie energii oraz ograniczenie kosztów wytwarzania i eksploatacji, jak również zainstalowanie odnawialnych źródeł energii w postaci paneli fotowoltaicznych, pomp ciepła i najnowszych technologii termoizolacji budynku.
W obu budynkach znajdzie się wózkownia/rowerownia, a także komórki lokatorskie w ilości odpowiadającej liczbie mieszkań.
Jeśli chodzi o planowane udogodnienia, przewidujemy powstanie 115 miejsc parkingowych, zewnętrznej wiaty śmietnikowej oraz placu zabaw.
Zarówno w budynku A, jak i B rozlokowanych zostanie 47 mieszkań. Wyodrębniono w sumie 12 typów lokali mieszkalnych o powierzchni od 43 do 85 m². Każde z 47 mieszkań posiada swój odpowiednik w drugim, takim samym budynku (Budynek B).
Każde z mieszkań będzie gotowe do zamieszkania; zostaną wykonane podłogi (w kuchni, łazience, korytarzu i pokojach), stolarka drzwiowa, okładziny ścian w łazience oraz roboty malarskie. W łazience planuje się zainstalowanie tzw. “białego montażu”, wanny lub brodzika albo kabiny natryskowej, umywalki i miski ustępowej. W kuchni z kolei umieszczona będzie: kuchenka i piekarnik gazowy lub elektryczny albo kuchenka z piekarnikiem łącznie.

Możliwość dojścia do własności mieszkania: po podpisaniu umowy ws. partycypacji w kosztach budowy lokalu mieszkalnego, przy wpłacie partycypacji w wysokości 20% kosztów budowy lokalu mieszkalnego. Sposób obliczenia partycypacji: 2045,65 zł* (stawka za 20% z 1m2 powierzchni użytkowej mieszkania) x powierzchnia mieszkania.*to jest szacowana wartość, wynika ze wstępnych szacunkowych kosztów inwestycji i zostanie zaktualizowana zgodnie z treścią wzoru umowy o partycypację.","45,96 m²",,2,"12 508,47 zł",1/5,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,deweloper,brak informacji,"piekarnik, kuchenka",brak informacji,brak informacji,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,2025,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/2-pokoje-42-m2-sosnowiec-centrum-kollataja-ID4p5ll,2 pokoje 42 m2 Sosnowiec Centrum Kołłątaja,"ul. Hugo Kołłątaja, Centrum / Śródmieście, Sosnowiec, śląskie",1 200 zł,"Najemca nie płaci prowizji dla biura nieruchomości!Łazienka z wc do remontu.Mieszkanie do wynajęcia położone w ścisłym centrum Sosnowca przy ul. Kołłątaja, składające się z dwóch pokoi, kuchni, łazienki z wc i przedpokoju, mieszkanie o całkowitej powierzchni 42 m2.Nowe okna, ogrzewanie kominek, piecyk norweski lub elektryczne. Wynajem długoterminowy.  Cena wynajmu 1200 zł plus media. Kaucja zwrotna 2000 zł. Mieszkanie nieumeblowane.   Więcej informacji tylko i wyłącznie pod numerem telefonu 606 727 404 w godzinach 9-15. Jak nie odbieram, proszę o smsa.Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: SAKA Nieruchomości (licencja nr: 12557)-ZAPEWNIAMY PEŁNĄ OBSŁUGĘ NOTARIALNĄ ORAZ KREDYTOWĄ!!!Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.",42 m²,,2,2 000 zł,1/2,kamienica,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/pietro-domu-do-wynajecia-dla-pracownikow-ID4p5gP,Piętro domu do wynajęcia dla pracowników,"ul. Grabocińska, Grabocin, Strzemieszyce Wielkie, Dąbrowa Górnicza, śląskie",2 500 zł,"Dąbrowa Górnicza - oferujemy miejsca noclegowe dla pracowników w 4-pokojowym mieszkaniu obejmującym piętro domu przy ul. Grabocińskiej.
Mieszkanie składa się z salonu, trzech oddzielnych sypialni, kuchni, łazienki.
Mieszkanie częściowo umeblowane.
W mieszkaniu można zakwaterować ok. 10 osób.
Czynsz najmu 2500,-zł/miesiąc, dodatkowo płatne media.
Kaucja 2500,-. 
Wynagrodzenie biura w wysokości jednomiesięcznego czynszu najmu. 
Dogodna lokalizacja.
Treść niniejszego ogłoszenia nie stanowi oferty w rozumieniu przepisów prawa i winna być interpretowana jako informacja.  Tym samym nie bierzemy odpowiedzialności za ich prawidłowość, kompletność i aktualność.",70 m²,,4,2 500 zł,1/2,dom wolnostojący,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, kuchenka, pralka",brak informacji,kotłownia,teren zamknięty,plastikowe,nie,brak informacji,brak informacji,cegła,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-po-remoncie-sosnowiec-pogon-ID4g9MS,2 pokojowe mieszkanie po remoncie Sosnowiec pogoń,"Pogoń, Sosnowiec, śląskie",1 500 zł,"Oferuję mieszkanie znajdujące się w Sosnowcu przy ul. Gospodarczej (pogoń). 
Mieszkanie o powierzchni 48m kw. składa się z:
Dużej osobnej kuchni,
dwóch pokoi,
Łazienki
piwnicy.
Ogrzewanie mieszkania z sieci miejskiej, ciepła woda z junkersa.
Mieszkanie znajduje się na drugim piętrze niskiego 4 piętrowego bloku-
klatka czysta, zadbana zamykana domofonem.
Blok po termomodernizacji.
Pod blokiem duży parking. Okolica cicha, szybki dojazd do miast ościennych (Katowice, Będzin, Czeladź
Koszt najmu to 1500zł +
czynsz 900zł z dużą zaliczką na C.O i wodę.


Zainteresowanych proszę  o kontakt telefoniczny.
503-403-582 lub 511-356-999

Ogłoszenie prywatne, bez pośredników.",48 m²,900 zł/miesiąc,2,2 000 zł,2/5,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,tak,"zmywarka, lodówka, piekarnik, kuchenka, pralka","telewizja kablowa, internet, telefon",miejskie,domofon / wideofon,plastikowe,nie,brak informacji,1980,wielka płyta,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-mieszkanie-parking-podziemny-ID4oM8R,"Nowe! 2-pokojowe mieszkanie, parking podziemny","ul. Klimontowska, Sielec, Sosnowiec, śląskie",2 650 zł,"Pierwszy Najem, nowe mieszkanie, w pełni urządzone 
Mieszkanie na nowym osiedlu, ul. Klimontowska, pow. 42 m2, piętro 3/4, windaIdealne dla osób ceniących sobie bliskość natury a zarazem dobre skomunikowanie z pozostałymi miastami aglomeracji.Krótki opis:• media: woda, prąd, siła, ogrzewanie i ciepła woda z sieci miejskiej• do mieszkania przynależy miejsce w hali garażowej,• całość mieszkania nowocześnie zaaranżowana, kompletnie umeblowana, meble wykonane pod  wymiar, dużo miejsca do przechowywania, sprzęt AGD• kwota najmu 2650 zł, DO NEGOCJACJI
opłaty administracyjne (koszty wspólnoty, zaliczka na wodę, c.o.) około 460 zł miesięcznie 
• dodatkowo płatny prąd - najemca przepisuje na siebie• miejsce w hali garażowej w cenie najmu• kaucja zwrotna 4000 zł, brak prowizji wynajem bezpośrednio od właściciela!• preferowana forma najmu okazjonalnego, mile widziana umowa na min. 1 rok• mieszkanie do obejrzenia, dostępne na wynajem od zaraz• w razie zainteresowania proszę o kontakt telefoniczny: tel. 505 146 633

Położenie:Nowe osiedle, ładnie zagospodarowane, spokojne, w najbliższym sąsiedztwie jednorodzinna zabudowa, z dala od tras „przelotowych” i starej, zaniedbanej zabudowy.Dojazd do centrum Sosnowca 5 minut, Uniwersytetu Medycznego ok. 2km, 2 min, dobre połączenie z trasami S1, DK94 oraz A4 umożliwiają szybki dojazd do sąsiednich miejscowości – Katowice (12 min), Dąbrowa Górnicza (10 min), Mysłowice (12 min), Będzin (10 min). W pobliżu przystanek autobusowe i tramwajowy.
Wyposażenie mieszkania opis:W przedpokoju duża szafa w zabudowie.Kuchnia z w pełni wyposażona w nowe sprzęty AGD (piekarnik, płyta indukcyjna, lodówka) oraz podstawowe naczynia i przybory kuchenne, meble pod wymiar wykonane przez stolarza.W salonie wygodna sofa z opcją spania, komoda, stół dla 4 osób z krzesłami, z salonu wyjście na balkon, rolety w oknie.Sypialnia z dużą, funkcjonalną szafą i wygodnym łóżkiem (szer. 160cm), nowy, wygodny materac i pościel, na wyposażeniu mieszkania: odkurzacz, żelazko, inne niezbędne rzeczy do funkcjonowania Łazienka przestronna z prysznicem, kabina typu walk-in, pralka dodatkowe atuty: technologia Home Management System pozwalająca na korzystanie z urządzeń smart home, w tym zdalne zarządzanie temperaturą, oświetleniem i zaworami wody przy użyciu aplikacji,
pakiet antysmogowy chroniący przed zanieczyszczonym powietrzem, alergenami i owadami pochodzącymi z zewnątrz.

Ogłoszenie nie stanowi oferty handlowej",42 m²,460 zł/miesiąc,2,4 000 zł,3/4,apartamentowiec,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2023,brak informacji,tylko dla niepalących
